index,한계기업,Symbol,Name,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
0,1,A028300,HLB,4.39,-5.6,-12.43,-1.81,-12.47,-20.94,-12.68,-16.58,-25.04,-12.7,-16.57,-24.85,11.3,-13.65,-28.85,-4.67,-30.39,-48.6,-32.67,-40.39,-58.12,156,131.54,132.89,-26.02,-22.81,-34.95,-8.14,-8.79,-30.21,-15.71,-14.78,-25.66,-24.75,-21.23,-33.9,-9.61,-8.71,-14.6,-21.84,-21.86,-40.4,1.18,0.99,0.48,7.64,5.01,1.76,1.93,1.68,0.85,3.04,2.41,1.12,-15.31,-14.11,-27.45,-14.69,-7.87,-27.77,55.19,-25.71,-59.71,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
1,0,A068760,셀트리온제약,3.1,1.86,2.16,1.79,1.24,1.05,1.74,1.3,0.75,1.74,1.28,0.75,4.85,3.56,4.6,2.8,2.37,2.22,2.73,2.49,1.6,68.46,110.53,114.56,4.03,3.3,2.25,10.93,10.03,6.96,7.11,3.6,2,4.03,3.3,2.25,2.57,1.72,1.06,15.29,7.63,2.69,0.24,0.17,0.15,7.57,7.11,7.38,0.65,0.36,0.29,0.37,0.33,0.32,59.35,97.92,11.01,20.86,53.2,9.16,11.16,1.02,12.11,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
2,0,A096530,씨젠,16.88,15.08,13.25,16.82,12.87,11.28,15.56,11.23,9,14.91,11.04,9.1,28.07,29.58,22.3,27.98,25.24,18.97,25.88,22.02,15.15,92.69,99.38,52.81,30.91,27.81,20.27,28.34,22.23,21.71,46.58,28.95,29.69,30.91,27.81,20.27,18.58,14.18,12.04,62.92,37.32,40.01,0.66,0.64,0.55,6.05,7.9,7.88,1.64,1.3,1.37,1.09,1.25,0.93,270.39,10.39,6.99,88.15,6.53,54.32,60.28,31.25,14.08,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
3,0,A035760,CJ ENM,14.12,12.01,9.52,11.24,11.56,8.51,6.89,8.64,6.14,6.82,8.72,6.13,48.01,32.8,24.53,38.21,31.57,21.92,23.44,23.61,15.82,198.41,155.63,159.24,62.26,64.23,55.81,16.29,17.3,14.98,20.69,25.05,22.69,49.66,43.38,35.76,14.6,15.88,13.88,34.54,46.93,38.74,0.9,0.92,0.93,52.07,64.22,81.02,1.27,1.45,1.51,3.05,2.51,2.39,5.98,12.5,27.78,20.39,22.87,26.65,28.35,24.67,26.18,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
4,0,A086520,에코프로,2.9,3.27,0.75,0.23,0.32,-3.26,0.49,0.37,-4.61,0.46,0.37,-4.72,7.03,7.62,1.75,0.57,0.74,-7.6,1.19,0.87,-10.74,135.84,130.76,134.89,15.19,14.31,6.28,11.41,13.15,7.85,10.68,10.74,4.73,15.19,14.31,6.28,6.27,6.13,2.7,12.52,11.94,5.34,0.55,0.47,0.34,14.49,12.44,8.83,0.94,0.82,0.6,1.33,1.09,0.8,10.26,-1.06,3.67,14.88,0.57,2.3,58.6,-8.97,-25.3,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
5,0,A067630,HLB생명과학,-2.92,-8.6,-6.8,-6.82,-14.95,-7.4,-5.37,-15.36,-8.66,-5.55,-15.07,-8.24,-13.69,-41.97,-35.42,-31.97,-73,-38.53,-25.17,-74.97,-45.08,312.8,551.4,337.04,-24.81,-72.12,-38.92,-9.68,-89.27,-17.63,-6.72,-18.58,-9.25,-24.81,-72.12,-38.92,-5.29,-14.77,-7.48,-8.73,-24.23,-14.22,0.55,0.17,0.42,14.49,2.77,4,0.69,0.21,0.53,2.56,0.81,2.21,-32.17,-18.52,-4.21,-27.7,-27.06,5.14,1.07,-78.03,121.79,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
6,0,A025900,동화기업,1.63,0.71,-0.19,0.32,0.83,-1.15,-0.12,0.06,-1.29,-0.34,-0.44,-1.77,3.07,1.45,-0.41,0.6,1.69,-2.51,-0.23,0.12,-2.83,99.08,107.89,135.24,1.76,2.9,1.87,2.38,4.16,2.05,1.78,2.47,1.33,1.57,2.55,1.58,0.84,1.26,0.72,3.11,3.9,1.97,0.35,0.3,0.35,43.06,39.98,47.76,0.75,0.59,0.65,0.66,0.61,0.77,29.7,7.23,-12.75,13.76,2.83,-21.23,3.5,-7.15,5.33,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
7,0,A007390,네이처셀,-3.39,-1.79,4.76,-7.37,-7.61,-7.12,-6.41,-7.44,-14.67,-6.61,-7.54,-14.75,-20.5,-5.5,11.74,-44.56,-23.37,-17.56,-38.72,-22.84,-36.18,227.53,187.83,113.68,-32.32,-19.32,-33.26,-5.94,-5.9,-11.04,-6.41,-9.34,-22.68,-32.32,-19.32,-33.26,-5.35,-6.3,-13.49,-9.35,-14.96,-36.83,0.9,1.07,1.22,1.84,2,1.76,1.08,1.58,2.05,5.44,3.27,3.01,-24.36,-11.01,-24.41,7.19,-5.27,-7.28,-22.9,19.35,7.36,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
8,0,A034230,파라다이스,7.07,10.09,11.67,9.16,11.97,12.5,4.51,8.97,9.5,4.36,8.56,9.42,9.21,13.94,16.35,11.93,16.53,17.52,5.88,12.39,13.32,32.45,42.4,38.26,7.46,14.78,17.42,11.02,16.99,19.11,24.59,35.91,36.59,7.46,13.67,14.68,5.72,9.9,10.48,159.33,152.21,138.41,0.52,0.58,0.55,7.95,11.02,13.21,2.23,2.11,1.92,0.68,0.81,0.77,18.56,69.77,10.27,6.24,39.7,18.66,16.19,38.64,19.87,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
9,0,A032500,케이엠더블유,-7.23,18.85,17.89,-12.27,18.48,19.69,-16.62,16.97,16.43,-16.19,16.32,16.05,-49.75,135.67,64.41,-84.4,133.04,70.89,-114.39,122.14,59.17,1443.16,389.85,188.48,-93.7,161.87,74.13,-17.62,15.93,15.24,-14.95,24.49,27.61,-87.92,151.82,71.8,-12.78,21.09,19.94,-20.47,36.1,41.74,0.73,1.32,1.31,18.76,36.34,39.49,0.85,1.54,1.81,4.99,9.53,4.71,19.01,-3.32,-12.39,-1.34,13.61,6.72,-5.02,93.65,8.68,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
10,0,A048410,현대바이오,-35.5,-16.61,-26.55,-40.56,-25.75,-30.2,-41.08,-25.45,-32.91,-44.18,-21.58,-29.39,-63.82,-31.41,-41.03,-72.89,-48.69,-46.67,-73.83,-48.13,-50.87,114.98,69.66,41.46,-66.61,-37.71,-41.1,-32.06,-16.81,-32.75,-83.53,-42.32,-75.34,-66.61,-37.71,-41.1,-37.06,-19.94,-26.59,-172.69,-82.87,-131.1,1.16,1.19,0.81,1.75,4.86,2.04,2.61,2.52,2.3,2.08,2.24,1.25,-19.66,-19.23,-31.33,-41.39,5.21,-3.8,-44.11,-22.19,-31.13,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
11,0,A078600,대주전자재료,8.83,7.46,1.18,4.58,3.94,-0.69,4.43,3.91,-0.84,4.88,3.03,-0.8,25.66,19.88,2.92,13.3,10.51,-1.69,12.88,10.42,-2.07,183.8,151.87,142.26,26.75,23.4,9.15,6.52,9.14,5.26,13.36,13.49,6.04,25.47,22.48,8.87,8.76,8.43,3.59,17.63,16.71,7.33,1.34,0.92,0.68,35.76,25.17,18.11,2.05,1.48,1.15,3.91,2.46,1.69,2.15,-3.44,-1.78,4.83,3.71,0.85,46.36,-28.47,-24.28,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
12,0,A039030,이오테크닉스,6.36,12,12.95,7.77,11.67,13.64,7.21,9.66,10.37,7.21,9.27,10.19,9.13,17.9,19.51,11.15,17.42,20.55,10.35,14.42,15.62,44.38,53.42,48.27,15.25,20.86,22.86,16.79,20.72,21.48,34.66,41.86,44.56,15.06,20.6,22.57,10.5,13.8,14.98,72.74,71.93,66.06,0.63,0.67,0.7,25.12,31.14,37.93,2.06,2.02,2.07,0.9,0.99,1.05,14.37,37.54,4.89,10.9,21.42,12.17,-23.98,24,21.83,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
13,1,A064550,바이오니아,-7.35,-6.27,-5.28,-8.25,-11.56,-10.37,-8.25,-11.56,-10.36,-9.14,-10.26,-10.86,-12.49,-12.55,-11.96,-14.02,-23.16,-23.48,-14.03,-23.16,-23.47,86.66,116.82,136.77,-3.91,-10.87,-9.57,-6.89,-18.34,-12.21,-5.59,-10.84,-7.57,-3.91,-10.87,-9.57,-2.3,-5.43,-4.23,-7.58,-14.44,-10.17,0.33,0.3,0.35,3.71,3.28,3.74,0.81,0.59,0.62,0.57,0.59,0.78,40.42,11.94,10.05,7.4,-3.54,2.65,8.56,-9.8,16.41,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
14,0,A003380,하림지주,8.14,3.3,4.64,7.78,4.84,6.64,5.34,2.78,4.69,5.07,2.65,4.57,23.9,10.1,12.75,22.86,14.79,18.28,15.7,8.5,12.91,205.7,205.73,148.42,29.41,17.83,21.86,2.78,2.18,3.23,5.42,3.76,6.53,10.51,7.73,11.43,3.58,2.53,4.16,7.81,5.19,9.16,1.29,1.16,1.29,187.79,136.95,146.76,1.95,1.72,2.02,3.78,3.55,3.54,31.68,8.59,-16.97,25.84,8.58,-6.48,14.66,4.75,11.58,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
15,0,A090460,비에이치,9.6,14.97,15.23,7.1,9.54,13.33,6.36,8.53,10.72,6.46,7.44,10.83,25.98,37.8,39.33,19.21,24.08,34.41,17.21,21.54,27.68,147.25,156.88,159.24,28.8,32.91,54.9,9.44,9.35,11.57,16.89,21.58,34.7,28.8,32.91,54.9,10.65,13.03,21.26,20.88,29.29,48.53,1.13,1.39,1.84,24.29,31.7,49.4,1.79,2.31,3,3.05,3.52,4.74,6.49,25.83,27.92,20.18,22.71,27.18,47.95,50.34,64.92,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
16,0,A036540,SFA반도체,4.79,3.07,-1.67,2.36,-0.11,-9.11,1.94,-0.16,-9.76,2.54,-1.67,-9.52,13.15,9.39,-6.4,6.48,-0.33,-34.81,5.32,-0.49,-37.3,171.86,236.08,348.41,27.93,29.83,10.69,10.25,9.81,3.28,14.43,12.31,3.05,25.22,25.31,8.61,9.18,8.28,2.25,18.53,14.88,3.66,0.9,0.84,0.69,23.58,27.31,24.68,1.41,1.25,0.93,2.46,2.58,2.62,35.49,51.79,2.4,37.41,36.6,-7.42,20.67,29.11,-9.63,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
17,0,A086450,동국제약,14.11,14.5,11.95,15.76,15.64,12.61,11.98,11.95,8.16,10.6,12.77,7.71,19.24,19.41,15.82,21.49,20.94,16.7,16.34,16.01,10.81,38.24,30.05,34.53,20.19,19.89,14.18,15.59,15.38,10.3,55.46,58.66,43.72,20.19,19.89,14.16,14.8,14.85,10.7,498.53,717.79,800.96,0.95,0.97,1.04,7.21,8.11,9.59,3.56,3.82,4.24,1.3,1.29,1.37,25.25,-11.4,26.16,15.75,6.07,13.59,13.31,12.45,18.19,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
18,1,A039200,오스코텍,1.26,-1.7,-2.19,-6.39,-20.14,-9.48,-5.02,-31.6,-9.76,1.16,-30.99,-10.45,2.38,-3.08,-3.8,-12.04,-36.52,-16.41,-9.45,-57.3,-16.88,86.48,75.91,69.85,-8.61,-46.77,-15.6,-8.22,-46.75,-16.29,-9.43,-56.7,-20.91,-8.33,-46.11,-15.27,-4.42,-25.43,-8.83,-11.56,-74.49,-28.94,0.54,0.54,0.54,3.34,2.63,2.01,1.15,1.21,1.28,1.01,0.99,0.94,-3.42,-16.5,-16.66,-1.25,-10.27,-12.55,6.31,-4.66,-11.7,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
19,0,A085660,차바이오텍,1.84,7.88,4.49,1.71,7.06,3.43,0.88,4.68,4.27,1.65,3.16,3.51,3.36,12.69,6.41,3.13,11.38,4.9,1.61,7.54,6.1,66.41,56.68,33.79,9.04,14.4,14.26,5.49,8.9,12.74,10.9,22.43,27.12,9.02,13.72,11.62,4.94,8.51,8.13,29.64,81.77,131.33,0.9,0.96,0.64,12.54,14.87,11.61,1.99,2.52,2.13,1.64,1.54,0.91,4.04,0.37,-9.01,37.26,10.72,30.34,12.84,29.61,-19.15,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
20,1,A095700,제넥신,-16.37,-5.25,-11.83,-18.35,-4.09,-15.1,-18.35,-4.09,-15.1,-19.74,-5.08,-15.03,-24.93,-7.71,-16.76,-27.95,-6,-21.39,-27.95,-6,-21.39,62.99,38.3,45.8,-25,3.82,-10.85,-237.79,21.39,-79.3,-47.97,8.18,-26.01,-25.08,3.83,-10.85,-16.47,2.61,-7.66,-68.92,11.73,-35.56,0.07,0.12,0.1,1.1,2.22,1.84,0.2,0.38,0.33,0.11,0.18,0.14,34.71,15.89,-0.04,4.02,61.73,-11.88,146.58,134.91,-7.95,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
21,1,A036930,주성엔지니어링,-0.7,-17.96,0.27,-1.78,-22.63,-9.36,-2.44,-23.65,-9.33,-3.22,-23.11,-9.15,-1.68,-48.29,0.91,-4.28,-60.84,-31.75,-5.88,-63.59,-31.66,143.48,210.64,277.61,-1.57,-57.08,-23.16,-1.08,-122.95,-17.21,-1.11,-33.59,-9.64,-1.57,-56.72,-23.06,-0.65,-21.1,-6.8,-1.87,-43.16,-12.3,0.6,0.17,0.39,18.43,4.22,7.45,1.03,0.27,0.56,1.45,0.46,1.34,-1.16,-10.72,-1.32,-2.51,-22.42,-8.98,-28.03,-74.93,92.08,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
22,0,A022100,포스코 ICT,4.55,3.78,7.53,1.57,2.41,4.53,3.85,1.44,2.57,3.69,1,3.06,13.38,12.32,21.32,4.63,7.86,12.82,11.32,4.71,7.28,187.72,263.86,128.58,25.69,24.11,23.85,5.69,5.14,6.03,12.62,10.35,12.85,24.52,23.39,23.55,8.33,7.17,8.31,40.03,34.48,39.62,1.46,1.4,1.38,14.69,16.47,16.7,2.22,2.01,2.13,4.31,4.55,3.9,3.84,42.5,-28.05,6.37,28.21,-7.24,20.43,12.12,6.97,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
23,0,A121600,나노신소재,6.26,-0.99,2.06,6.87,-1,1.43,7.63,-2.05,1.72,7.31,-2.26,1.87,9.14,-1.22,2.44,10.03,-1.23,1.7,11.15,-2.52,2.04,25.54,20.78,16.7,17.38,2.73,7.58,21.83,6.62,16.05,37.78,11.76,40.48,17.38,2.73,7.58,11.9,2.21,6.38,48.39,15.76,58.91,0.55,0.33,0.4,10.65,6.54,7.47,1.73,1.78,2.52,0.8,0.41,0.47,-37.64,-20.88,-17.83,46.84,-6.44,-1.21,20.34,-29.38,14.23,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
24,0,A100090,삼강엠앤티,8.58,3.4,-2.43,3.84,-0.45,-5.58,3.47,-0.27,-5.66,3.39,8.15,-5.62,54.91,17.46,-12.71,24.6,-2.29,-29.18,22.22,-1.37,-29.61,503.05,357.88,511.17,45.55,17.2,-10.59,7.59,3.82,-3.54,8.44,4.15,-2.5,45.55,17.2,-10.59,7.12,3.34,-2.02,13,6.32,-3.68,0.94,0.87,0.57,60.22,43,22.85,1.11,1.09,0.71,6,4.5,2.99,7.37,11.89,6.24,9.96,19.42,-0.72,26.29,7.11,-29.14,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
25,0,A084850,아이티엠반도체,9.56,1.65,6.31,6.35,1.11,4.23,3.87,0.46,4.58,4.15,0.14,4.66,25.72,4.03,19.34,17.09,2.7,12.97,10.43,1.13,14.06,136.15,150.71,253.46,26.16,17.75,36.3,4.92,6.48,10.01,15.43,12.37,17.56,26.09,17.75,36.28,9.69,7.29,11.83,25.2,17.75,23.6,1.97,1.12,1.18,46.84,25.53,37.14,3.13,1.91,1.75,5.3,2.74,3.62,-26.35,11.07,100.85,-14.01,6.52,68.37,-23.24,-45.49,45.47,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
26,0,A074600,원익QnC,16.43,8.45,7.63,14.7,5.07,6.09,10.64,3.04,4.57,10.94,1.93,3.93,34.37,16.5,14.18,30.75,9.91,11.31,22.25,5.94,8.49,102.8,88.34,83.46,27.12,12.74,15.65,11.21,7.58,9.85,22.03,11.88,16.33,24.05,11.33,14.01,11.5,5.8,7.54,30.43,15.9,21.43,1.03,0.77,0.77,23.71,18.96,19.17,1.96,1.57,1.66,2.14,1.49,1.42,11.42,-9.81,3.59,18.63,-2.54,6.8,35,-20.04,2.17,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
27,0,A950130,엑세스바이오,8.43,30.94,25.77,3.19,39.53,27.5,0.08,27.09,17.76,0.05,27.04,18.34,32.67,63.18,31.64,12.37,80.73,33.76,0.31,55.32,21.8,395.44,34.02,17.92,10.53,59.37,23.74,2.74,21.62,18.62,3.66,56.97,104.22,10.53,59.37,23.74,2.72,29.07,19.33,7.1,118.94,2890.11,0.99,1.34,1.04,9.56,25.22,37.2,1.34,2.64,5.6,3.84,2.75,1.28,336.92,-64.32,21.79,210.87,12.21,103.46,38.83,117.85,23.9,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
28,0,A131290,티에스이,13.5,3.24,1.85,14.23,3.62,1.43,10.68,2.3,-0.32,11.18,2.32,-0.23,17.94,4.4,2.48,18.91,4.9,1.92,14.19,3.12,-0.44,39.2,32.18,36.58,26.09,16.74,12.87,21.89,20.33,13.91,75.79,44.45,35.28,24.92,15.84,12.12,18.75,11.68,9.02,134.81,72.73,55.54,0.86,0.57,0.65,40.34,18.98,20.33,3.46,2.19,2.54,1.14,0.78,0.87,74.85,-14.9,10.15,26.71,-1.56,0.12,31.63,-25.65,12.11,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
29,0,A067310,하나마이크론,4.65,-2.39,-1.61,2.83,-4.09,-5.02,3.05,-3.24,-5.68,2.62,-3.15,-6.02,10.94,-5.1,-4.14,6.66,-8.75,-12.92,7.19,-6.93,-14.6,103.69,124.43,193.1,32.29,16.02,12.97,13.35,8.91,5.96,23.84,14.1,7.99,32.29,16.02,12.56,13.72,7.5,4.88,30.88,17.64,9.33,1.03,0.84,0.82,31.52,23.98,24.86,1.79,1.58,1.34,2.42,1.8,2.11,-11.18,10.89,40.92,13.45,1.82,18.59,6.68,-12.14,7.46,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
30,0,A046890,서울반도체,3.02,3.3,8.57,2.77,0.97,7.24,1.98,0.68,3.78,2.16,0.4,3.82,4.25,5.62,16.11,3.89,1.66,13.6,2.79,1.16,7.11,44.36,97.64,79.05,8.19,16.1,22.54,6.63,11.04,12.47,20.17,22.72,24.42,8.19,15.99,21.5,5.83,9.39,11.43,34.71,31.25,38.58,0.88,0.85,0.92,25.72,29.45,35.4,3.04,2.06,1.96,1.24,1.45,1.72,20.21,109.9,-13.35,5.45,30.56,-3.04,-10.67,14.52,20.19,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
31,0,A003100,선광,3.99,4.67,4.25,28.31,3.86,3.79,21.33,3.07,2.4,7.81,3.15,2.56,5.76,6.42,5.83,40.91,5.31,5.19,30.83,4.21,3.28,40.9,34.21,39.72,35.21,7.93,6.91,74.02,18.61,19.74,77.81,20.95,18.53,34.65,7.84,6.85,23.97,5.71,5,148.23,44.24,37.48,0.32,0.31,0.25,20.07,19.84,17.06,1.05,1.13,0.94,0.47,0.42,0.35,-5.34,-10.19,17.98,6.69,2.27,5.78,-5.19,-1.13,-14.03,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
32,0,A025980,아난티,-1.17,-0.29,-0.57,-2.81,-1.59,-2.22,-2.58,-1.16,-1.73,-2.57,-1.23,-1.69,-7.01,-2.03,-4.6,-16.86,-10.97,-18.03,-15.5,-8,-14.03,543.25,641.06,791.92,-8.27,0.27,-6.52,-14.35,0.31,-9.07,-1.65,0.05,-0.92,-8.27,0.27,-6.52,-1.38,0.04,-0.8,-11.4,0.27,-4.67,0.1,0.12,0.09,3.82,5,3.78,0.12,0.14,0.1,0.58,0.85,0.72,0.62,8.43,7.67,-2.04,5.86,4.9,-83.47,31.03,-24.47,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
