index,한계기업,Symbol,Name,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
250,0,A013310,아진산업,10.9,8.67,6.16,0.2,3.07,2.29,-0.68,2.01,2.41,-0.55,1.19,2.33,54.39,49.76,34.11,0.98,17.65,12.7,-3.39,11.54,13.36,465.31,482.43,429.32,31.82,49.12,51.74,6.44,8.16,10.24,6.77,8.93,9.78,27,42.35,44.4,5.41,7.38,8.01,9.06,12.1,13.06,0.84,0.9,0.78,59.31,74.91,69.36,1.05,1.09,0.95,4.19,5.19,4.34,35.34,11.02,1.73,26.58,10.32,3.89,43.47,26.31,-7.4,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
251,0,A005710,대원산업,4.75,9.94,9.16,6.1,11.61,11.6,4.09,8.47,9.08,4.06,7.77,9.09,10.58,22.04,18.42,13.57,25.73,23.34,9.09,18.77,18.27,129.64,114.77,89.83,27.25,33.83,31.18,5.66,6.93,7.29,22.24,27.82,30.81,27.25,33.83,31.18,12.25,15.27,15.5,95.93,132.83,189.61,2.16,2.2,2.13,85.64,89.82,86.73,3.93,4.01,4.23,4.82,4.88,4.28,22.31,3.77,-6.63,15.81,9.63,5.44,60.61,14.42,3.8,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
252,0,A012790,신일제약,5.51,8.79,14.27,6.27,8.78,13.31,5.17,7.2,11,4.81,6.06,11.58,6.53,10.13,16.22,7.43,10.12,15.12,6.13,8.3,12.49,16.95,13.71,13.57,9.15,11.58,16.04,13.76,15.52,21.22,49.45,75.8,117.64,9.15,11.58,16.04,7.72,10.05,14.12,133.51,297.11,1047.46,0.56,0.65,0.67,8.54,10.1,11.22,3.59,4.88,5.54,0.66,0.75,0.76,-11.84,-14.22,11.79,1.92,3.14,12.78,-6.73,18.33,11.02,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
253,0,A138070,신진에스엠,19.34,11.88,7.47,18.26,15.07,8.84,14.6,11.91,6.84,15.94,10.67,5.71,26.28,14.69,9.26,24.8,18.64,10.96,19.84,14.73,8.47,23.18,24.15,23.71,23.66,18.03,13.27,20.08,23.86,17.67,65.94,76.14,55.45,23.66,18.03,13.27,17.41,14.58,10.71,131.41,117.05,90.88,0.87,0.61,0.61,22.87,11.48,9.1,3.28,3.19,3.14,1.18,0.76,0.75,-24.09,13.28,2.15,53.54,9.59,3.66,13.5,-10.59,5.59,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
254,0,A045660,에이텍,13.72,8.25,7.06,12.2,11.85,11,7.94,9.76,8.33,7.81,9.4,8.16,20.59,12.18,10.07,18.32,17.5,15.7,11.92,14.42,11.89,56.9,39.4,45.68,13.34,15.99,14.08,5.62,7.04,5.65,26.63,33.54,32.99,13.34,15.99,14.08,8.89,10.83,9.87,2498.96,1714.85,1970.17,1.58,1.54,1.75,16.34,17.36,21.08,4.74,4.77,5.84,2.37,2.27,2.49,46.98,-22.62,27.35,21.06,-0.73,14.79,18.1,6.23,21.44,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
255,0,A089850,유비벨록스,16.88,9.93,3.5,15.6,6.64,-0.27,12.05,6.65,-0.99,12.62,6.53,-0.69,25.15,16,5.91,23.25,10.69,-0.45,17.95,10.7,-1.66,63.93,58.85,78.79,22.36,14.47,3.65,11.34,10.19,3.11,45.62,23.69,5.3,22.36,14.47,3.65,15.01,8.98,2.16,80.36,32.04,6.63,1.32,0.88,0.7,34.54,30.31,26.94,4.02,2.33,1.71,1.97,1.42,1.17,168.97,18.06,33.17,59.64,24.27,11.96,18.25,-8.13,-7.29,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
256,0,A025550,한국선재,8.26,3.31,2.78,4.57,3.91,1.5,5.84,3.14,2.24,5.61,3.11,2.22,28.17,8.83,6.19,15.58,10.42,3.34,19.91,8.37,4.99,203.78,134.55,112.12,24.43,12.41,8.57,5.97,4,3.68,10.13,7.44,6.97,24.43,12.41,8.57,7.16,4.65,3.84,11.56,8.94,8.92,1.2,1.16,1.04,20.83,17.38,13.93,1.7,1.86,1.89,4.09,3.1,2.33,-20.1,-24.41,-11.46,-12.04,-11.61,-3.91,16.16,-14.48,-17.36,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
257,0,A085670,뉴프렉스,1.3,4.66,1.42,-0.99,2.19,-3.54,-0.86,2.53,-3.71,-1.01,2.4,-3.6,2.93,11.24,3.84,-2.24,5.3,-9.59,-1.94,6.1,-10.04,132.7,149.58,194.6,8.19,17.61,3.8,4.28,5.63,1.02,6.51,12.44,2.22,8.18,17.6,3.8,3.62,7.29,1.4,12.38,26.51,4.22,0.85,1.3,1.38,11.41,19,22.29,1.52,2.21,2.19,1.91,3.13,3.74,9.08,19.51,18.39,3.9,13.72,7.41,-2.81,66.57,17.44,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
258,0,A009780,엠에스씨,3.95,3.58,5.08,2.09,1.93,3.84,2.27,2.55,2.9,1.83,1.8,3.37,13.3,11.57,14.94,7.02,6.23,11.29,7.63,8.23,8.52,239.94,206.5,183.25,20.47,23.76,22.87,6.17,7.39,6.91,8.66,10.66,11.77,20.47,23.76,22.87,6.09,7.36,7.77,12.58,15.87,19.26,0.99,1,1.12,25.59,26.11,28.91,1.41,1.44,1.7,3.32,3.21,3.31,9.03,-9.43,-2.65,7.99,-5.12,1.38,18,2.05,10.7,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
259,0,A051490,나라엠앤디,7.71,6.73,5.59,9.14,4.87,4.75,8.17,4.53,3.54,7.08,3.91,2.5,15.2,13.22,10.83,18.02,9.57,9.19,16.1,8.9,6.85,96.55,96.41,90.84,20.05,15.63,14.83,9.43,7.93,8.28,20.14,15.72,15.36,19.56,15.17,14.38,9.92,7.72,7.43,54.66,34.71,28.37,1.05,0.97,0.9,18.31,18.28,17.16,2.14,1.98,1.86,2.07,1.91,1.74,9.99,5.44,-4.65,10.68,5.51,-1.67,1.47,-0.15,-6.15,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
260,0,A024950,삼천리자전거,2.81,8.8,8.8,2.64,10.46,11.43,1.41,8.4,9.02,1.34,8.25,8.51,3.31,10.82,10.71,3.11,12.86,13.91,1.66,10.32,10.97,22.71,23.2,20.14,2.7,11.31,11.95,2.16,7.7,8.63,15.15,49.26,55.32,2.7,11.31,11.95,2.29,9.2,9.83,40.51,104,139.07,1.06,1.19,1.14,13.53,16.42,16.69,7.03,6.4,6.41,1.25,1.47,1.38,75.17,9.56,-5.93,8.46,7.69,5.67,22.41,21.38,1.68,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
261,0,A086670,비엠티,5.61,6.5,8.33,5.41,4.79,7.31,4.39,1.62,3.93,4.39,1.6,3.93,10.31,11.47,14.63,9.94,8.46,12.85,8.06,2.86,6.91,78.99,74.3,76.67,13.91,8.71,11.86,11.92,8.44,10.95,16.39,11.3,15.73,13.71,8.66,11.9,7.46,4.9,6.77,20.78,14.48,20.19,0.63,0.58,0.62,14.44,13.4,14.18,1.38,1.34,1.44,1.15,1.03,1.09,-5.36,-3.96,30.91,0.76,-0.58,28.59,5.68,-7.17,21.35,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
262,0,A016670,디모아,16.91,16.69,15.45,14.68,11.66,13.54,12.21,8.99,10.66,12.21,9,10.64,31.07,30.25,29.61,26.98,21.14,25.96,22.43,16.3,20.43,58.53,96.57,87.81,22.78,17.15,22.48,7.7,3.86,6.12,27.19,20.51,23.04,22.78,16.66,21.12,12.4,9.19,11.02,96.45,296,341.39,1.61,2.38,1.8,2.58,5.41,5.84,3.53,5.32,3.76,2.96,4.32,3.45,-39.67,145.04,15.34,-13.23,84.17,21.19,11.41,95.63,8.23,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
263,0,A012860,모베이스전자,6.71,2.96,7.37,5.77,2.02,6.1,3.78,1.02,4.87,4.04,0.01,5.02,21.47,9.82,25.45,18.46,6.69,21.08,12.1,3.38,16.84,208.88,256.04,236.02,23.41,19.24,36.04,4.34,3.63,5.93,9.59,7.45,12.91,21.07,17.27,31.68,6.59,5.2,9.17,21.17,14.83,25.33,1.52,1.43,1.55,45.45,42.56,50.05,2.21,2.05,2.18,4.85,4.76,5.35,20.03,18.11,4.34,24.43,11.06,6.82,21.35,10.47,17.6,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
264,0,A072520,제넨바이오,4.28,5.59,-3.34,4.27,2.3,-1.17,3.69,1.56,-1.71,3.65,1.07,-2.03,9.02,12.6,-7.79,9.01,5.18,-2.73,7.77,3.53,-3.99,119.16,131.74,134.3,17.9,13.38,9.85,5.82,3.24,2.28,16.16,10.66,7.41,17.9,13.38,9.85,8.49,5.93,4.23,23.53,18.61,13.88,1.46,1.83,1.86,42.62,60.28,61.96,2.77,3.29,3.25,3.07,4.14,4.32,26.57,13.27,-3.87,17.36,8.33,-4.65,107.04,41.44,2.79,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
265,1,A019590,엠벤처투자,-13.11,-7.06,-10.76,-14.76,-7.17,1.39,-15.76,-7.44,0.28,-15.63,-9.04,-0.12,-24.9,-13.23,-17.8,-28.04,-13.43,2.3,-29.93,-13.95,0.47,103.29,70.66,62.25,-31.11,-14.57,1.17,-157.76,-83.74,8.86,-32.04,-15.3,1.27,-28.8,-13.37,0.83,-15.17,-7.13,0.5,-34.47,-16.45,1.35,0.1,0.09,0.06,0.18,0.13,0.09,0.2,0.18,0.14,0.18,0.16,0.09,5.4,-34.73,40.41,-8.39,-19.91,51.53,-21.39,-23.7,-25.38,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
266,0,A071460,위니아,7.13,6.94,6.57,6.07,6.36,5.61,4.53,4.95,4.34,3.9,4.21,4.55,63.02,42.55,31.11,53.62,39.02,26.58,40.03,30.35,20.55,679.23,385.71,364.43,79.29,56.48,45.61,6.63,7.11,5.98,10.12,11,12.2,79.29,56.48,45.61,8.97,9.21,9.62,42.5,59.63,71.28,1.35,1.29,1.61,45.2,40.44,49.15,1.53,1.55,2.04,11.95,7.94,7.63,3.31,-26.37,17.31,7.03,-19.18,18.72,13.25,-10.55,21.55,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
267,0,A128660,피제이메탈,13.84,11.52,7.1,13.13,11.1,5.57,9.99,8.67,4.37,10.24,8.87,4.32,29.74,25.79,15.85,28.23,24.84,12.44,21.47,19.4,9.77,120.74,126.66,119.99,27.92,29.92,14.93,3.98,5.7,2.94,24.29,24.16,12.11,27.92,29.92,14.93,12.99,13.37,6.69,35.49,31.33,15.46,3.27,2.34,2.27,12.63,10.89,11.22,6.11,4.24,4.12,7.02,5.25,5.08,36.75,15.28,-2.1,29.74,12.83,0.31,92.01,-13.75,2.99,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
268,0,A033320,제이씨현시스템,2.49,-0.92,2.73,3.93,-0.02,3.23,3.63,-0.39,2.95,1.57,-0.59,2.96,3.26,-1.19,3.67,5.16,-0.03,4.34,4.77,-0.5,3.97,26.28,32.46,36.37,7.49,1.96,6.06,3.28,0.91,2.69,23.47,6.51,17.16,7.34,1.91,5.91,5.59,1.48,4.4,97.16,20.25,46.52,1.71,1.63,1.63,13.16,12.52,13.23,7.16,7.18,6.37,2.24,2.11,2.2,-25.62,22.43,16.32,-4.63,3.99,6.88,3.16,-4.85,5.68,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
269,1,A018700,바른손,-11.89,-19.53,-12.77,-17.07,-23.94,-17.12,-17.07,-23.94,-19.58,-19.08,-24.33,-20.22,-19.98,-37.29,-27.13,-28.69,-45.71,-36.38,-28.69,-45.71,-41.59,79.64,106.39,119.54,-17.39,-32.71,-27.7,-10.01,-18.23,-21.77,-25.7,-37.14,-26.15,-17.51,-33.77,-29.41,-10.41,-17.69,-13.84,-57.38,-76.59,-60.04,1.04,0.97,0.64,3.57,2.62,1.28,2.57,2.04,1.2,1.75,1.85,1.35,13.39,-2.78,-3.16,-5.58,-16.38,-8.32,81.25,-16.84,-42.82,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
270,0,A013990,아가방컴퍼니,4.92,2.32,1.88,4.53,1.79,1.48,3.42,1.21,1.19,3.26,1.48,1.13,7.07,3.29,2.61,6.52,2.54,2.05,4.92,1.71,1.65,43.42,39.8,37.85,7.11,4.02,3.84,5.03,2.96,2.96,16.23,9.65,9.89,7.11,4.02,3.84,4.94,2.84,2.77,286.68,167.24,150.64,0.98,0.96,0.93,14.62,14.5,13.9,3.23,3.26,3.34,1.41,1.36,1.3,5.77,-9.29,-2.94,7.09,-3.54,0.64,1.35,-0.81,-4.17,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
271,0,A100590,머큐리,-1.97,1.46,4.1,-2.99,2.19,3.27,-2.99,2.19,3.27,-3.2,2.12,4.43,-4.22,3.22,9.07,-6.41,4.84,7.23,-6.41,4.84,7.23,115.04,127.43,115.13,-2.64,8.62,11.03,-1.19,3.05,3.24,-2.31,7.1,9.12,-2.64,8.62,11.03,-1.23,3.9,4.99,-4.78,16.01,19.9,1.03,1.28,1.54,2.65,3.35,4.35,1.93,2.33,2.82,2.21,2.82,3.41,-5.61,16.09,-0.36,-6.09,10.85,4.32,4.31,26.19,29.85,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
272,1,A037230,한국팩키지,7.41,0.05,-4.79,9.06,1.34,-4.58,6.87,1.16,-3.61,6.89,0.86,-3.46,10.55,0.07,-6.22,12.91,1.79,-5.93,9.78,1.55,-4.68,40.8,25.49,34.06,16,7.83,-0.51,10.32,6.05,-0.4,37.7,23.59,-1.71,16,7.83,-0.51,11.23,5.88,-0.39,325.21,204.84,-9.97,1.09,0.97,0.99,4.78,4.11,3.94,3.65,3.9,4.32,1.55,1.29,1.28,-0.77,-38.19,26.52,4.96,-11.82,1.15,1.02,-13.91,-4.28,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
273,0,A052300,초록뱀컴퍼니,1.96,-1.26,5.29,-6.65,-0.48,1.99,-21.13,-9.99,0.96,-21.12,-20.36,-8.23,2.4,-2.21,11.76,-8.12,-0.85,4.43,-25.81,-17.58,2.15,24.97,110.67,134.24,-22.15,8.3,99.64,-18.14,5.37,27.78,-99.92,9.21,60.8,-22.15,7,74.37,-18.13,3.98,33.45,-720.88,23.05,126.06,1,0.74,1.2,1.12,1.2,2.5,5.51,1.71,2.19,1.22,1.3,2.68,-3.41,552.63,18.56,-19.44,148.23,8.68,-45.03,15.04,142.01,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
274,0,A109960,에이프로젠 H&G,-12.1,-3.73,-16.86,-18.94,-4.64,-28.98,-17.8,-4.53,-26.87,-17.8,-4.53,-26.87,-23.6,-7.72,-37.17,-36.92,-9.61,-63.88,-34.72,-9.36,-59.22,121.84,90.28,175.09,-25.09,-2.42,-50.06,-10.39,-0.94,-14.98,-26.41,-2.27,-41.57,-25.09,-2.42,-50.06,-12.87,-1.17,-22.71,-52.75,-3.81,-65.61,1.24,1.25,1.52,13.64,11.41,10.91,2.54,2.42,2.78,2.41,2.58,3.34,10.73,-32.63,6.9,-12.71,-22.02,-20.31,-22.62,-16.34,-4.39,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
275,0,A038110,에코플라스틱,3.15,1.38,1.78,7.1,0.7,0.7,5.55,0.76,0.48,5.24,0.11,0.55,8.47,4.78,7,19.1,2.44,2.76,14.92,2.63,1.89,211.59,280.94,304.48,34.74,26.86,31.35,4.7,3.39,3.49,20.58,10.47,10.05,34.74,25.94,29.44,12.92,7.46,7.49,201.07,42.51,30.83,2.75,2.2,2.15,76.23,87.58,101.92,4.38,3.09,2.88,7.39,7.66,8.43,100.41,43.74,12.12,61.1,32.35,9.84,60.87,14.9,16.36,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
276,0,A068050,팬엔터테인먼트,1.61,2.9,-0.25,0.63,0.19,-3.36,0.64,0.23,-3.44,0.24,0.15,-3.41,2.36,4.77,-0.41,0.92,0.31,-5.62,0.94,0.38,-5.74,56.5,71.05,63.3,1.99,2.83,-4.11,1.82,2.63,-6.15,4.28,4.37,-6.11,1.98,2.83,-4.1,1.35,1.72,-2.45,5.78,5.59,-7.84,0.74,0.65,0.4,11.68,9.88,6.06,2.35,1.66,0.99,1.09,1.08,0.67,64.09,62.1,-5.71,19.6,40.88,1.04,80.58,15.35,-28.13,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
277,1,A042940,상지카일룸,-9.89,-24.01,-23.59,-32.59,-57.83,2.28,-35.71,-57.83,2.28,-35.23,-56.7,1.59,-24.72,-68.05,-63.4,-81.48,-163.9,6.14,-89.29,-163.9,6.14,157,233.12,121.97,-88.33,-162.65,7.3,-62.96,-100.65,4.74,-58.88,-88.67,4.33,-88.33,-162.65,7.3,-35.33,-57.39,2.72,-100.28,-129.69,7.41,0.56,0.57,0.57,1.92,1.52,2,0.94,0.88,0.91,1.4,1.62,1.54,-34.68,-21.01,-27.85,-36.58,-31.04,-8.11,-61.06,-33.38,-21.29,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
278,0,A041910,에스텍파마,15.68,14.71,6.37,14.39,12.55,4.09,11.75,11,3.56,11.39,11.03,3.79,25.2,24.21,10.32,23.13,20.65,6.62,18.88,18.1,5.76,56.4,71.16,53.58,25.62,23.96,11.87,20.52,22.55,18.08,42.18,37.13,19.19,25.62,23.96,11.87,15.94,14.56,7.33,77.09,61.94,26.39,0.78,0.65,0.41,11.89,11.73,8.04,2.06,1.65,1.06,1.25,1.06,0.66,5.78,54.17,-15.69,16.75,33.73,0.47,23.01,4.63,-27.93,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
279,0,A033230,인성정보,5.47,2.53,4.68,4.05,2.77,3.72,2.91,1.73,4.85,3.3,2.2,4.46,19.2,8.63,14.78,14.22,9.43,11.75,10.23,5.9,15.32,241.65,240.1,194.4,13.88,9.62,18.87,2.05,1.51,3.36,5.27,3.81,8.44,13.24,9.18,18.21,3.77,2.69,5.77,12.1,9.06,20.44,1.84,1.78,1.71,29.59,30.52,30.15,2.57,2.52,2.51,6.46,6.07,5.42,3.78,6.71,-7.76,6.15,6.91,-1.38,16.15,3.12,-1.16,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
280,0,A036670,KCI,2.78,4.27,4.49,2.74,3.44,4.42,2.86,3.58,4.27,2.86,3.43,4.34,4.39,6.83,6.77,4.33,5.51,6.66,4.52,5.73,6.45,61.59,58.42,44.24,12.54,14.04,15,15.02,15.35,16.02,21.68,23.41,29.46,12.54,14.04,15,7.94,8.78,9.94,23.87,25.42,32.68,0.53,0.57,0.62,4.88,5.46,6.05,1.44,1.53,1.84,0.84,0.92,0.94,14.16,-1.36,-14.92,5.1,1.95,2.3,-6.69,11.87,10.73,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
281,0,A065130,탑엔지니어링,6.3,1.26,1.87,2.99,1.33,1.45,2.62,1.27,1.26,3.36,0.99,1.01,10.59,2.06,2.95,5.02,2.18,2.29,4.4,2.07,1.98,62.97,63.91,51.54,5.59,4.91,5.21,4.25,9.14,8.38,8.01,7.55,8.92,5.45,4.79,5.13,3.24,2.93,3.26,17.15,12.98,15.24,0.76,0.32,0.39,20.04,8.26,9.78,1.89,0.83,1.07,1.28,0.52,0.61,-6.17,-2.91,-13.52,2.9,-3.79,-0.85,24.99,-58.23,18.51,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
282,0,A034940,조아제약,4.07,1.55,2.42,2.76,1.71,2.54,2.63,2.43,2.58,2.41,2.6,2.33,5.46,2.04,3.31,3.71,2.25,3.46,3.52,3.19,3.53,29.56,33.23,39.88,5.66,5.61,6.41,6.62,6.47,7.35,16.58,17.95,17.7,5.66,5.64,6.48,4.22,4.29,4.74,42.19,50.42,51.95,0.64,0.66,0.65,2.8,2.99,3.1,2.51,2.77,2.41,0.86,0.87,0.88,-16.1,14.97,23.88,3.58,5.18,8.38,7.49,8.63,3.86,3.62,3.13,2.79,16638,48791,77259,89.85,91.815,93.01,3.4,3.2,3.1,500,496.32,499.99,1159.25,1063.64,1049.5,0.081527687,-0.07092988,0.0719,1388937.2,1440111.4,1500819.1
