index,한계기업,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
1081,0,3.35,7.37,11.41,-0.33,8.69,6.65,0.24,4.22,3.44,0.19,4.78,2.94,10.75,19.19,25.91,-1.05,22.62,15.11,0.78,10.97,7.8,177.23,145.72,111.74,22.76,23.39,17.85,7.33,9.51,7.04,9.17,12.0,10.86,20.21,19.22,13.8,6.31,7.39,6.08,12.44,17.04,16.19,0.86,0.78,0.86,11.37,9.75,10.44,1.25,1.26,1.54,2.76,2.02,1.96,-18.07,-3.22,-6.98,-5.98,4.33,4.53,9.97,-10.63,15.98,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
1082,0,7.37,11.41,15.78,8.69,6.65,13.82,4.22,3.44,10.33,4.78,2.94,7.93,19.19,25.91,29.75,22.62,15.11,26.06,10.97,7.8,19.49,145.72,111.74,72.94,23.39,17.85,30.78,9.51,7.04,10.38,12.0,10.86,22.02,19.22,13.8,19.5,7.39,6.08,10.34,17.04,16.19,37.09,0.78,0.86,1.0,9.75,10.44,12.39,1.26,1.54,2.12,2.02,1.96,1.88,-3.22,-6.98,-3.27,4.33,4.53,21.03,-10.63,15.98,30.48,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
1083,0,11.41,15.78,16.99,6.65,13.82,14.77,3.44,10.33,12.1,2.94,7.93,11.8,25.91,29.75,34.21,15.11,26.06,29.74,7.8,19.49,24.37,111.74,72.94,123.79,17.85,30.78,35.09,7.04,10.38,11.49,10.86,22.02,19.43,13.8,19.5,19.7,6.08,10.34,9.78,16.19,37.09,30.72,0.86,1.0,0.85,10.44,12.39,14.52,1.54,2.12,1.69,1.96,1.88,1.71,-6.98,-3.27,115.5,4.53,21.03,64.32,15.98,30.48,23.66,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
1084,0,15.78,16.99,10.38,13.82,14.77,7.8,10.33,12.1,5.96,7.93,11.8,6.44,29.75,34.21,24.11,26.06,29.74,18.12,19.49,24.37,13.86,72.94,123.79,139.93,30.78,35.09,31.08,10.38,11.49,11.7,22.02,19.43,13.16,19.5,19.7,17.42,10.34,9.78,7.5,37.09,30.72,18.74,1.0,0.85,0.64,12.39,14.52,15.08,2.12,1.69,1.12,1.88,1.71,1.49,-3.27,115.5,28.59,21.03,64.32,21.96,30.48,23.66,3.85,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
1089,0,-3.75,3.42,1.18,-5.14,1.24,-1.19,-3.99,1.02,-1.97,-3.91,1.05,-2.24,-7.7,8.2,3.06,-10.56,2.98,-3.07,-8.18,2.44,-5.11,120.17,158.09,159.11,-3.77,7.37,0.43,-1.92,2.61,0.15,-3.57,5.27,0.27,-3.76,7.35,0.43,-1.83,3.07,0.17,-6.26,9.56,0.51,0.95,1.18,1.09,4.85,6.83,6.71,1.86,2.02,1.77,1.96,2.82,2.81,22.38,35.49,-5.02,7.12,20.73,-5.25,-20.33,40.79,-1.7,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
1090,0,3.42,1.18,-4.83,1.24,-1.19,-7.16,1.02,-1.97,-5.42,1.05,-2.24,-5.25,8.2,3.06,-12.19,2.98,-3.07,-18.06,2.44,-5.11,-13.66,158.09,159.11,145.14,7.37,0.43,-7.74,2.61,0.15,-3.02,5.27,0.27,-5.07,7.35,0.43,-7.72,3.07,0.17,-3.06,9.56,0.51,-8.87,1.18,1.09,1.01,6.83,6.71,5.73,2.02,1.77,1.68,2.82,2.81,2.55,35.49,-5.02,-11.89,20.73,-5.25,-8.61,40.79,-1.7,-13.22,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
1091,0,1.18,-4.83,2.0,-1.19,-7.16,0.87,-1.97,-5.42,0.75,-2.24,-5.25,0.78,3.06,-12.19,4.31,-3.07,-18.06,1.87,-5.11,-13.66,1.63,159.11,145.14,94.83,0.43,-7.74,6.1,0.15,-3.02,3.28,0.27,-5.07,5.25,0.43,-7.72,6.08,0.17,-3.06,2.82,0.51,-8.87,9.62,1.09,1.01,0.86,6.71,5.73,4.39,1.77,1.68,1.6,2.81,2.55,1.86,-5.02,-11.89,-9.04,-5.25,-8.61,10.64,-1.7,-13.22,-14.55,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
1092,0,-4.83,2.0,-3.41,-7.16,0.87,0.53,-5.42,0.75,0.42,-5.25,0.78,0.38,-12.19,4.31,-5.34,-18.06,1.87,0.83,-13.66,1.63,0.66,145.14,94.83,37.11,-7.74,6.1,3.46,-3.02,3.28,3.4,-5.07,5.25,6.09,-7.72,6.08,3.45,-3.06,2.82,2.2,-8.87,9.62,14.44,1.01,0.86,0.65,5.73,4.39,3.44,1.68,1.6,1.79,2.55,1.86,1.02,-11.89,-9.04,-23.46,-8.61,10.64,37.65,-13.22,-14.55,-5.92,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
1093,1,2.0,-3.41,-5.06,0.87,0.53,-6.34,0.75,0.42,-7.45,0.78,0.38,-7.57,4.31,-5.34,-7.16,1.87,0.83,-8.97,1.63,0.66,-10.56,94.83,37.11,46.63,6.1,3.46,-8.1,3.28,3.4,-9.49,5.25,6.09,-19.43,6.08,3.45,-8.09,2.82,2.2,-5.71,9.62,14.44,-59.67,0.86,0.65,0.6,4.39,3.44,3.31,1.6,1.79,2.05,1.86,1.02,0.85,-9.04,-23.46,12.85,10.64,37.65,-3.96,-14.55,-5.92,5.43,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
1094,1,-3.41,-5.06,-1.06,0.53,-6.34,-4.24,0.42,-7.45,-4.94,0.38,-7.57,-4.91,-5.34,-7.16,-1.62,0.83,-8.97,-6.47,0.66,-10.56,-7.52,37.11,46.63,58.54,3.46,-8.1,-4.05,3.4,-9.49,-3.12,6.09,-19.43,-7.74,3.45,-8.09,-4.05,2.2,-5.71,-2.66,14.44,-59.67,-19.69,0.65,0.6,0.85,3.44,3.31,4.61,1.79,2.05,2.48,1.02,0.85,1.3,-23.46,12.85,16.72,37.65,-3.96,0.53,-5.92,5.43,39.27,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
1095,0,-5.06,-1.06,-0.84,-6.34,-4.24,1.12,-7.45,-4.94,0.67,-7.57,-4.91,1.0,-7.16,-1.62,-1.33,-8.97,-6.47,1.77,-10.56,-7.52,1.06,46.63,58.54,57.17,-8.1,-4.05,4.16,-9.49,-3.12,2.95,-19.43,-7.74,7.2,-8.09,-4.05,4.16,-5.71,-2.66,2.64,-59.67,-19.69,16.5,0.6,0.85,0.89,3.31,4.61,4.87,2.05,2.48,2.44,0.85,1.3,1.41,12.85,16.72,-0.45,-3.96,0.53,1.05,5.43,39.27,5.62,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
1100,0,-11.23,4.21,7.3,-14.95,0.6,3.2,-14.95,0.6,3.2,-14.94,0.6,3.22,-156.28,125.09,56.13,-208.07,17.93,24.61,-208.07,17.93,24.61,3400.37,2428.2,350.24,-20.73,435.92,152.81,-2.8,21.03,25.23,-1.61,15.18,22.85,-20.73,435.92,152.81,-1.49,14.67,19.88,-1.97,19.56,28.4,0.53,0.7,0.79,14.54,15.99,15.87,0.57,0.72,0.91,7.4,20.73,6.06,-6.47,-14.54,-20.3,-14.22,-13.56,-1.59,-7.49,12.96,3.9,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
1101,0,4.21,7.3,4.21,0.6,3.2,0.15,0.6,3.2,3.48,0.6,3.22,3.42,125.09,56.13,19.17,17.93,24.61,0.69,17.93,24.61,15.83,2428.2,350.24,359.41,435.92,152.81,91.35,21.03,25.23,24.4,15.18,22.85,26.41,435.92,152.81,93.78,14.67,19.88,20.61,19.56,28.4,33.95,0.7,0.79,0.84,15.99,15.87,17.36,0.72,0.91,1.08,20.73,6.06,3.84,-14.54,-20.3,15.58,-13.56,-1.59,14.93,12.96,3.9,14.25,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
1102,0,7.3,4.21,7.53,3.2,0.15,5.18,3.2,3.48,4.47,3.22,3.42,4.35,56.13,19.17,32.24,24.61,0.69,22.2,24.61,15.83,19.15,350.24,359.41,301.04,152.81,91.35,91.85,25.23,24.4,27.91,22.85,26.41,30.7,152.81,93.78,100.8,19.88,20.61,23.53,28.4,33.95,41.75,0.79,0.84,0.84,15.87,17.36,18.49,0.91,1.08,1.1,6.06,3.84,3.61,-20.3,15.58,-4.53,-1.59,14.93,-0.5,3.9,14.25,6.52,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
1103,0,4.21,7.53,3.22,0.15,5.18,1.56,3.48,4.47,1.17,3.42,4.35,0.84,19.17,32.24,12.21,0.69,22.2,5.9,15.83,19.15,4.43,359.41,301.04,257.27,91.35,91.85,71.41,24.4,27.91,28.02,26.41,30.7,29.96,93.78,100.8,83.65,20.61,23.53,22.06,33.95,41.75,43.6,0.84,0.84,0.79,17.36,18.49,16.22,1.08,1.1,1.07,3.84,3.61,2.99,15.58,-4.53,-15.14,14.93,-0.5,-11.54,14.25,6.52,-12.26,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
1104,0,7.53,3.22,8.63,5.18,1.56,4.99,4.47,1.17,3.83,4.35,0.84,3.89,32.24,12.21,25.1,22.2,5.9,14.51,19.15,4.43,11.13,301.04,257.27,147.04,91.85,71.41,65.06,27.91,28.02,22.33,30.7,29.96,38.65,100.8,83.65,73.72,23.53,22.06,25.36,41.75,43.6,56.71,0.84,0.79,1.14,18.49,16.22,21.95,1.1,1.07,1.73,3.61,2.99,3.3,-4.53,-15.14,-12.92,-0.5,-11.54,5.35,6.52,-12.26,39.01,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
1105,0,3.22,8.63,4.37,1.56,4.99,1.29,1.17,3.83,0.94,0.84,3.89,1.05,12.21,25.1,11.04,5.9,14.51,3.27,4.43,11.13,2.38,257.27,147.04,157.2,71.41,65.06,40.78,28.02,22.33,16.28,29.96,38.65,27.29,83.65,73.72,41.6,22.06,25.36,16.48,43.6,56.71,39.24,0.79,1.14,1.01,16.22,21.95,21.37,1.07,1.73,1.68,2.99,3.3,2.56,-15.14,-12.92,21.67,-11.54,5.35,18.49,-12.26,39.01,-0.06,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
1106,0,8.63,4.37,2.07,4.99,1.29,0.58,3.83,0.94,0.29,3.89,1.05,0.32,25.1,11.04,5.89,14.51,3.27,1.65,11.13,2.38,0.83,147.04,157.2,208.85,65.06,40.78,37.57,22.33,16.28,16.83,38.65,27.29,18.31,73.72,41.6,33.87,25.36,16.48,11.88,56.71,39.24,32.03,1.14,1.01,0.71,21.95,21.37,19.39,1.73,1.68,1.09,3.3,2.56,2.01,-12.92,21.67,54.75,5.35,18.49,39.87,39.01,-0.06,-9.26,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
1111,0,17.7,13.06,11.42,21.48,11.73,11.51,18.79,9.79,9.49,18.78,9.78,9.6,37.78,25.73,20.82,45.85,23.11,20.99,40.11,19.28,17.3,115.47,81.7,82.87,47.96,27.1,24.71,25.03,18.9,17.53,41.84,27.5,29.58,47.46,26.66,24.36,22.24,13.54,13.36,57.08,37.73,40.46,0.89,0.72,0.76,30.35,28.84,33.61,1.67,1.45,1.69,1.9,1.41,1.39,69.92,-13.79,31.71,66.16,2.75,30.69,58.38,2.04,24.41,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
1112,0,13.06,11.42,10.6,11.73,11.51,11.4,9.79,9.49,9.25,9.78,9.6,9.25,25.73,20.82,18.62,23.11,20.99,20.03,19.28,17.3,16.26,81.7,82.87,70.16,27.1,24.71,23.27,18.9,17.53,17.16,27.5,29.58,30.36,26.66,24.36,22.98,13.54,13.36,13.08,37.73,40.46,45.97,0.72,0.76,0.76,28.84,33.61,32.67,1.45,1.69,1.77,1.41,1.39,1.34,-13.79,31.71,9.2,2.75,30.69,20.01,2.04,24.41,24.7,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
1113,0,11.42,10.6,12.12,11.51,11.4,12.61,9.49,9.25,9.8,9.6,9.25,9.85,20.82,18.62,18.49,20.99,20.03,19.24,17.3,16.26,14.96,82.87,70.16,37.61,24.71,23.27,21.31,17.53,17.16,18.68,29.58,30.36,39.38,24.36,22.98,20.72,13.36,13.08,13.58,40.46,45.97,62.04,0.76,0.76,0.73,33.61,32.67,27.86,1.69,1.77,2.11,1.39,1.34,1.11,31.71,9.2,-37.32,30.69,20.01,-5.45,24.41,24.7,1.17,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
1114,0,10.6,12.12,-2.15,11.4,12.61,-2.25,9.25,9.8,-0.16,9.25,9.85,-0.18,18.62,18.49,-2.95,20.03,19.24,-3.09,16.26,14.96,-0.21,70.16,37.61,36.07,23.27,21.31,4.84,17.16,18.68,7.78,30.36,39.38,12.53,22.98,20.72,4.62,13.08,13.58,3.38,45.97,62.04,16.73,0.76,0.73,0.43,32.67,27.86,15.16,1.77,2.11,1.61,1.34,1.11,0.59,9.2,-37.32,-15.21,20.01,-5.45,-12.58,24.7,1.17,-45.6,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
1115,1,12.12,-2.15,-4.33,12.61,-2.25,-17.27,9.8,-0.16,-16.89,9.85,-0.18,-16.93,18.49,-2.95,-5.95,19.24,-3.09,-23.73,14.96,-0.21,-23.21,37.61,36.07,39.11,21.31,4.84,-16.45,18.68,7.78,-25.35,39.38,12.53,-42.27,20.72,4.62,-15.8,13.58,3.38,-11.5,62.04,16.73,-52.41,0.73,0.43,0.45,27.86,15.16,13.13,2.11,1.61,1.67,1.11,0.59,0.62,-37.32,-15.21,-17.61,-5.45,-12.58,-22.32,1.17,-45.6,-13.37,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
1116,1,-2.15,-4.33,-18.18,-2.25,-17.27,-25.27,-0.16,-16.89,-28.61,-0.18,-16.93,-28.41,-2.95,-5.95,-26.89,-3.09,-23.73,-37.38,-0.21,-23.21,-42.3,36.07,39.11,60.9,4.84,-16.45,-34.11,7.78,-25.35,-43.55,12.53,-42.27,-69.03,4.62,-15.8,-33.06,3.38,-11.5,-22.35,16.73,-52.41,-89.72,0.43,0.45,0.51,15.16,13.13,11.56,1.61,1.67,1.59,0.59,0.62,0.76,-15.21,-17.61,5.09,-12.58,-22.32,-21.94,-45.6,-13.37,-11.94,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
1117,0,-4.33,-18.18,-1.18,-17.27,-25.27,-4.34,-16.89,-28.61,-4.37,-16.93,-28.41,-4.34,-5.95,-26.89,-2.88,-23.73,-37.38,-10.59,-23.21,-42.3,-10.65,39.11,60.9,235.69,-16.45,-34.11,-1.51,-25.35,-43.55,-1.08,-42.27,-69.03,-1.01,-15.8,-33.06,-1.45,-11.5,-22.35,-0.6,-52.41,-89.72,-3.22,0.45,0.51,0.55,13.13,11.56,15.68,1.67,1.59,0.94,0.62,0.76,1.34,-17.61,5.09,248.26,-22.32,-21.94,87.73,-13.37,-11.94,35.6,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
1122,0,3.27,3.36,1.5,4.02,3.29,-0.39,4.38,3.11,-0.74,4.38,2.96,-0.89,10.1,12.92,5.85,12.41,12.66,-1.51,13.5,11.94,-2.9,259.89,306.11,279.69,19.81,19.42,4.91,1.64,1.57,0.46,9.47,6.78,1.56,19.74,19.28,4.52,6.4,5.02,1.16,12.38,8.62,2.1,3.91,3.19,2.54,34.05,39.28,39.44,5.79,4.32,3.42,12.07,12.27,9.9,100.0,31.99,45.83,65.91,26.45,49.22,27.25,15.34,10.71,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
1123,1,3.36,1.5,-0.15,3.29,-0.39,-0.26,3.11,-0.74,-0.12,2.96,-0.89,-0.27,12.92,5.85,-0.79,12.66,-1.51,-1.34,11.94,-2.9,-0.64,306.11,279.69,539.89,19.42,4.91,12.37,1.57,0.46,1.18,6.78,1.56,2.72,19.28,4.52,11.24,5.02,1.16,2.19,8.62,2.1,3.54,3.19,2.54,1.86,39.28,39.44,42.38,4.32,3.42,2.31,12.27,9.9,9.55,31.99,45.83,105.61,26.45,49.22,79.51,15.34,10.71,22.39,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
1124,1,1.5,-0.15,1.28,-0.39,-0.26,1.49,-0.74,-0.12,1.08,-0.89,-0.27,1.01,5.85,-0.79,8.24,-1.51,-1.34,9.65,-2.9,-0.64,6.95,279.69,539.89,550.63,4.91,12.37,20.7,0.46,1.18,1.73,1.56,2.72,3.57,4.52,11.24,19.48,1.16,2.19,3.02,2.1,3.54,4.43,2.54,1.86,1.74,39.44,42.38,50.44,3.42,2.31,2.06,9.9,9.55,11.24,45.83,105.61,6.1,49.22,79.51,5.77,10.71,22.39,23.85,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
1125,0,-0.15,1.28,-0.47,-0.26,1.49,-0.53,-0.12,1.08,-0.63,-0.27,1.01,-0.79,-0.79,8.24,-2.49,-1.34,9.65,-2.8,-0.64,6.95,-3.31,539.89,550.63,347.72,12.37,20.7,7.41,1.18,1.73,0.67,2.72,3.57,1.36,11.24,19.48,5.77,2.19,3.02,1.1,3.54,4.43,1.66,1.86,1.74,1.63,42.38,50.44,51.28,2.31,2.06,2.02,9.55,11.24,8.58,105.61,6.1,1.66,79.51,5.77,10.78,22.39,23.85,1.67,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
1126,0,1.28,-0.47,2.36,1.49,-0.53,1.22,1.08,-0.63,0.86,1.01,-0.79,16.38,8.24,-2.49,8.91,9.65,-2.8,4.61,6.95,-3.31,3.24,550.63,347.72,235.94,20.7,7.41,9.5,1.73,0.67,1.06,3.57,1.36,2.77,19.48,5.77,7.66,3.02,1.1,2.03,4.43,1.66,3.4,1.74,1.63,1.92,50.44,51.28,72.36,2.06,2.02,2.61,11.24,8.58,7.23,6.1,1.66,16.42,5.77,10.78,28.74,23.85,1.67,41.1,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
1127,0,-0.47,2.36,8.77,-0.53,1.22,7.66,-0.63,0.86,6.01,-0.79,16.38,5.93,-2.49,8.91,27.58,-2.8,4.61,24.08,-3.31,3.24,18.9,347.72,235.94,196.55,7.41,9.5,25.15,0.67,1.06,3.88,1.36,2.77,10.43,5.77,7.66,22.36,1.1,2.03,7.11,1.66,3.4,13.71,1.63,1.92,1.83,51.28,72.36,80.59,2.02,2.61,2.69,8.58,7.23,5.77,1.66,16.42,0.79,10.78,28.74,6.8,1.67,41.1,11.38,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
1128,0,2.36,8.77,11.84,1.22,7.66,10.57,0.86,6.01,8.04,16.38,5.93,7.9,8.91,27.58,35.81,4.61,24.08,31.97,3.24,18.9,24.32,235.94,196.55,206.94,9.5,25.15,35.75,1.06,3.88,6.32,2.77,10.43,16.31,7.66,22.36,33.02,2.03,7.11,10.92,3.4,13.71,22.63,1.92,1.83,1.73,72.36,80.59,89.04,2.61,2.69,2.58,7.23,5.77,5.22,16.42,0.79,37.35,28.74,6.8,35.02,41.1,11.38,14.21,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
1133,0,4.14,6.56,11.53,0.64,8.09,15.21,0.69,7.7,12.0,0.78,5.04,11.66,16.15,20.32,25.13,2.51,25.08,33.14,2.7,23.88,26.15,282.18,148.28,93.97,6.76,27.38,28.83,2.33,13.18,18.7,2.33,13.04,24.46,6.76,27.38,28.83,1.73,8.83,13.23,2.89,14.99,28.93,0.74,0.67,0.71,4.99,3.94,3.58,1.0,0.99,1.31,2.9,2.08,1.54,-2.81,-38.54,-19.41,-1.33,-24.02,-0.66,-7.45,-21.14,-9.13,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
